Date,Open,High,Low,Close,Adj Close,Volume
2010-01-05,16.600000,16.600000,16.600000,16.600000,13.807070,0
2010-01-06,16.600000,16.600000,16.600000,16.600000,13.807070,0
2010-01-07,17.500000,17.700001,17.500000,17.700001,14.721997,1200
2010-01-08,18.000000,18.000000,18.000000,18.000000,14.971521,100
2010-01-11,18.549999,18.549999,18.549999,18.549999,15.428982,1300
2010-01-12,18.000000,18.000000,18.000000,18.000000,14.971521,500
2010-01-13,18.000000,18.000000,18.000000,18.000000,14.971521,0
2010-01-14,18.000000,18.000000,18.000000,18.000000,14.971521,0
2010-01-15,18.000000,18.000000,18.000000,18.000000,14.971521,0
2010-01-19,18.000000,18.000000,18.000000,18.000000,14.971521,0
2010-01-20,18.000000,18.000000,18.000000,18.000000,14.971521,0
2010-01-21,18.000000,18.000000,18.000000,18.000000,14.971521,0
2010-01-22,18.000000,18.000000,18.000000,18.000000,14.971521,0
2010-01-25,18.000000,18.000000,18.000000,18.000000,14.971521,0
2010-01-26,18.000000,18.000000,18.000000,18.000000,14.971521,0
2010-01-27,18.000000,18.000000,18.000000,18.000000,14.971521,0
2010-01-28,15.850000,15.850000,15.850000,15.850000,13.183255,100
2010-01-29,16.100000,16.100000,16.100000,16.100000,13.391193,2700
2010-02-01,16.100000,16.100000,16.100000,16.100000,13.391193,0
2010-02-02,16.100000,16.100000,16.100000,16.100000,13.391193,0
2010-02-03,16.100000,16.100000,16.100000,16.100000,13.391193,0
2010-02-04,15.550000,15.550000,15.550000,15.550000,12.933728,300
2010-02-05,15.300000,15.300000,15.300000,15.300000,12.725792,1000
2010-02-08,15.300000,15.300000,15.300000,15.300000,12.725792,0
2010-02-09,15.100000,15.100000,15.100000,15.100000,12.559443,1100
2010-02-10,15.100000,15.100000,15.100000,15.100000,12.559443,0
2010-02-11,15.100000,15.100000,15.100000,15.100000,12.559443,0
2010-02-12,15.100000,15.100000,15.100000,15.100000,12.559443,0
2010-02-16,15.000000,15.000000,15.000000,15.000000,12.476267,900
2010-02-17,15.000000,15.000000,15.000000,15.000000,12.476267,0
2010-02-18,15.000000,15.000000,15.000000,15.000000,12.476267,0
