Date,Open,High,Low,Close,Adj Close,Volume
2013-01-22,33.695652,33.695652,33.695652,33.695652,33.110432,100
2013-01-23,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-01-24,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-01-25,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-01-28,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-01-29,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-01-30,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-01-31,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-02-01,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-02-04,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-02-05,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-02-06,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-02-07,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-02-08,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-02-11,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-02-12,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-02-13,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-02-14,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-02-15,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-02-19,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-02-20,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-02-21,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-02-22,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-02-25,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-02-26,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-02-27,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-02-28,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-03-01,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-03-04,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-03-05,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-03-06,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-03-07,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-03-08,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-03-11,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-03-12,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-03-13,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-03-14,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-03-15,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-03-18,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-03-19,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-03-20,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-03-21,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-03-22,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-03-25,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-03-26,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-03-27,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-03-28,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-04-01,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-04-02,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-04-03,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-04-04,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-04-05,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-04-08,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-04-09,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-04-10,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-04-11,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-04-12,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-04-15,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-04-16,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-04-17,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-04-18,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-04-19,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-04-22,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-04-23,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-04-24,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-04-25,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-04-26,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-04-29,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-04-30,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-05-01,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-05-02,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-05-03,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-05-06,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-05-07,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-05-08,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-05-09,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-05-10,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-05-13,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-05-14,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-05-15,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-05-16,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-05-17,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-05-20,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-05-21,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-05-22,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-05-23,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-05-24,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-05-28,33.695652,33.695652,33.695652,33.695652,33.110432,0
2013-05-29,33.695652,33.695652,33.695652,33.695652,33.695652,0
2013-05-30,33.695652,33.695652,33.695652,33.695652,33.695652,0
2013-05-31,33.695652,33.695652,33.695652,33.695652,33.695652,0
2013-06-03,33.695652,33.695652,33.695652,33.695652,33.695652,0
2013-06-04,33.695652,33.695652,33.695652,33.695652,33.695652,0
2013-06-05,33.695652,33.695652,33.695652,33.695652,33.695652,0
2013-06-06,33.695652,33.695652,33.695652,33.695652,33.695652,0
2013-06-07,33.695652,33.695652,33.695652,33.695652,33.695652,0
2013-06-10,33.695652,33.695652,33.695652,33.695652,33.695652,0
2013-06-11,33.695652,33.695652,33.695652,33.695652,33.695652,0
2013-06-12,33.695652,33.695652,33.695652,33.695652,33.695652,0
2013-06-13,33.695652,33.695652,33.695652,33.695652,33.695652,0
2013-06-14,33.695652,33.695652,33.695652,33.695652,33.695652,0
2013-06-17,33.695652,33.695652,33.695652,33.695652,33.695652,0
2013-06-18,33.695652,33.695652,33.695652,33.695652,33.695652,0
2013-06-19,33.695652,33.695652,33.695652,33.695652,33.695652,0
2013-06-20,33.695652,33.695652,33.695652,33.695652,33.695652,0
2013-06-21,33.695652,33.695652,33.695652,33.695652,33.695652,0
2013-06-24,33.695652,33.695652,33.695652,33.695652,33.695652,0
2013-06-25,33.695652,33.695652,33.695652,33.695652,33.695652,0
2013-06-26,33.695652,33.695652,33.695652,33.695652,33.695652,0
2013-06-27,33.695652,33.695652,33.695652,33.695652,33.695652,0
2013-06-28,33.695652,33.695652,33.695652,33.695652,33.695652,0
2013-07-01,33.695652,33.695652,33.695652,33.695652,33.695652,0
2013-07-02,33.695652,33.695652,33.695652,33.695652,33.695652,0
2013-07-03,33.695652,33.695652,33.695652,33.695652,33.695652,0
2013-07-05,33.700001,33.700001,33.700001,33.700001,33.700001,0
2013-07-08,33.700001,33.700001,33.700001,33.700001,33.700001,0
2013-07-09,33.700001,33.700001,33.700001,33.700001,33.700001,0
2013-07-10,33.700001,33.700001,33.700001,33.700001,33.700001,0
2013-07-11,33.700001,33.700001,33.700001,33.700001,33.700001,0
2013-07-12,33.700001,33.700001,33.700001,33.700001,33.700001,0
2013-07-15,33.700001,33.700001,33.700001,33.700001,33.700001,0
